ticker;preco;var_1d;var_5d;var_20d;rsi;macd_hist;bb_pct;vol_ratio;atr_pct;dist_min52;dist_max52;pl;pvp;dy;roe;score;classificacao;score_trader;classificacao_trader;sinais_trader;liquidez;gema;volume_dia;alerta_spike
ALUP11;32,83;0,4;-1,71;2,18;49,3;-0,083;36,3;0,35;2,03;11,2;11,6;7.9;1,12;-;15.8%;60;FORTE OPORTUNIDADE;10;EVITAR;['Small Cap (potencial alto)'];baixa;True;352800;False
DIRR3;10,07;0,2;-0,59;-3,91;34,3;-0,075;14,9;0,28;4,17;4,1;71,4;6.2;2,25;-;41.9%;55;OBSERVAR;65;FORTE OPORTUNIDADE;['RSI sobrevendido (34)', 'Preço tocando banda inferior Bollinger', 'Volatilidade alta (ATR 4.2%)'];alta;False;2746000;False
CURY3;28,85;-0,69;-6,33;-3,51;36,6;-0,473;1,2;0,29;4,59;9,2;39,5;7.9;5,37;-;68.5%;45;OBSERVAR;45;OBSERVAR;['Preço tocando banda inferior Bollinger', 'Volatilidade alta (ATR 4.6%)', 'Small Cap (potencial alto)'];baixa;True;942100;False
RECV3;10,92;-0,91;-3,96;3,9;49,7;-0,07;38,5;0,2;3,1;22,9;26,3;6.4;0,72;-;11.3%;45;OBSERVAR;25;NEUTRO;['Volatilidade alta (ATR 3.1%)', 'Small Cap (potencial alto)'];baixa;True;414000;False
SMTO3;18,76;-1,16;-4,96;1,9;49,6;-0,328;21,2;0,19;4,51;47,4;14,1;7.7;0,82;-;11.3%;45;OBSERVAR;25;NEUTRO;['Volatilidade alta (ATR 4.5%)', 'Small Cap (potencial alto)'];baixa;True;402500;False
CMIN3;5,49;0,55;-12,3;-6,95;37,7;-0,153;8,9;0,26;5,65;34,6;28,8;17.2;4,04;-;28.1%;40;OBSERVAR;35;NEUTRO;['Preço tocando banda inferior Bollinger', 'Volatilidade alta (ATR 5.7%)'];alta;False;2083600;False
VIVA3;23,17;2,61;3,44;7,67;58,6;0,011;80,4;0,53;3,25;15,6;54,9;9.3;1,8;-;19.7%;40;OBSERVAR;35;NEUTRO;['MACD cruzou para positivo', 'Volatilidade alta (ATR 3.3%)'];alta;False;1084300;False
AGRO3;18,21;0,72;-0,44;-4,61;39,5;-0,118;12,7;1,68;2,18;2,0;24,9;-;0,9;-;-4.3%;40;OBSERVAR;45;OBSERVAR;['Preço tocando banda inferior Bollinger', 'Volume alto (1.7x)', 'Small Cap (potencial alto)'];baixa;True;351200;False
EGIE3;30,53;0,46;0,23;10,5;57,6;0,064;66,0;0,1;2,15;13,9;24,7;8.9;2,32;-;28.6%;40;OBSERVAR;10;EVITAR;['Small Cap (potencial alto)'];baixa;True;302300;False
TTEN3;10,38;0,29;-1,98;-8,06;36,3;-0,045;11,9;0,18;4,05;8,0;72,4;8.4;1,04;-;12.1%;40;OBSERVAR;45;OBSERVAR;['Preço tocando banda inferior Bollinger', 'Volatilidade alta (ATR 4.0%)', 'Small Cap (potencial alto)'];baixa;True;286800;False
